9.710196873991881361e+00	8.039452927986124209e+00	8.457048419700651465e+00	8.537869509999989504e+00	8.457048419700651465e+00	9.289511137494351090e+00	7.610274593446696656e+00	9.046931179328078443e+00	8.217598530960454895e+00	8.457048419700651465e+00	7.098966024953946352e+00	8.457048419700651465e+00	7.597961019587128106e+00	8.217598530960454895e+00	7.457892098890872568e+00	8.457048419700651465e+00	8.457048419700651465e+00	7.597961019587128106e+00	7.675709771727585284e+00	9.221911244512051908e+00	8.267588680109250632e+00	9.539038541547652628e+00	6.253139408975869173e+00	8.034212662982179509e+00	7.273535978164683335e+00	7.098966024953946352e+00	8.217598530960454895e+00	7.597961019587128106e+00	7.098966024953946352e+00	7.330227117897042177e+00
6.885345703839890419e+00	6.722102111966150595e+00	6.885345703839890419e+00	6.722102111966150595e+00	6.578408869222443833e+00	7.298184888252717606e+00	6.885345703839890419e+00	6.652426575890035387e+00	7.155196696788242328e+00	6.801317981549436453e+00	7.074224441436529176e+00	6.885345703839890419e+00	7.074224441436529176e+00	7.298184888252717606e+00	8.338090553923857229e+00	7.332587768385406157e+00	7.573077757252355546e+00	6.722102111966150595e+00	7.643354582049840751e+00	6.722102111966150595e+00	7.241367452638669988e+00	6.578408869222443833e+00	7.762328352329539882e+00	6.652426575890035387e+00	7.074224441436529176e+00	8.185017919091855276e+00	7.573077757252355546e+00	6.578408869222443833e+00	7.074224441436529176e+00	6.722102111966150595e+00
6.920721343918875057e+00	6.369374131957562746e+00	7.109683833207769865e+00	7.216538134295041651e+00	7.109683833207769865e+00	6.034576316278918107e+00	7.011509573303086107e+00	6.547741767111139310e+00	6.613639119343682538e+00	7.109683833207769865e+00	6.613639119343683426e+00	6.613639119343682538e+00	6.757401926681348314e+00	6.547741767111139310e+00	7.011509573303086107e+00	7.011509573303086107e+00	6.920721343918875057e+00	7.463480338637410227e+00	6.757401926681348314e+00	7.181178093069834567e+00	6.920721343918875057e+00	7.011509573303086107e+00	7.109683833207769865e+00	6.263733545912003819e+00	7.216538134295041651e+00	6.836294066715654871e+00	6.920721343918875057e+00	7.964465155085057368e+00	6.369374131957561858e+00	6.485282249379674013e+00
7.097015835684980622e+00	6.865137043904004699e+00	6.329536783915139964e+00	6.744790768191092134e+00	6.177723294334439785e+00	6.503535583011836430e+00	6.635405581254911311e+00	6.472718829343794056e+00	6.707210939212820300e+00	6.908083178330054253e+00	6.251211761159691349e+00	6.823669715529242730e+00	6.601052736764668083e+00	6.251211761159691349e+00	6.567657013684435441e+00	6.413370581693024874e+00	6.670771368953490210e+00	6.783583686622907116e+00	6.707210939212820300e+00	6.865137043904003811e+00	6.670771368953490210e+00	6.783583686622908893e+00	6.442676340312810446e+00	7.675679128223006131e+00	6.865137043904003811e+00	6.567657013684434553e+00	6.998856891504332545e+00	6.952616302117086811e+00	6.823669715529240953e+00	6.783583686622908893e+00
7.173684524845262089e+00	6.476044516485282898e+00	6.281191168584668638e+00	6.586843769634302959e+00	6.449876790133296289e+00	6.646339326474632436e+00	7.082714400751760842e+00	6.957937817448257789e+00	7.127344461853846624e+00	6.616222572791124357e+00	6.502797671892901477e+00	6.809417728682585214e+00	6.586843769634302959e+00	6.424269698275035800e+00	6.153468925146976964e+00	7.039673708348669123e+00	6.708939976992778220e+00	6.844866380264533312e+00	6.844866380264533312e+00	6.998114059176608670e+00	6.303877029174605795e+00	6.741508182870047605e+00	6.998114059176608670e+00	7.173684524845262089e+00	6.844866380264533312e+00	6.530162728602234345e+00	6.502797671892901477e+00	6.708939976992778220e+00	6.258929280839872433e+00	6.350586633158822991e+00
6.579672130952388009e+00	6.305007980477433271e+00	6.792483916991670867e+00	6.754292551331019467e+00	6.646502953636541200e+00	6.427290839008033885e+00	6.646502953636541200e+00	6.773236615009930794e+00	6.456253534002358130e+00	6.629442818605631338e+00	6.305007980477433271e+00	7.004046085775074815e+00	5.989302263139154370e+00	6.981139065108463271e+00	6.579672130952388009e+00	6.217877938143532290e+00	6.279456456608104808e+00	6.279456456608104808e+00	6.629442818605631338e+00	6.427290839008033885e+00	6.646502953636542976e+00	6.596033822707618732e+00	7.051206715167021244e+00	6.305007980477433271e+00	6.531886561755653631e+00	6.893627947042830328e+00	6.563530849579700899e+00	6.831927747241689275e+00	6.427290839008033885e+00	6.292163725642295979e+00
6.539616963784263604e+00	6.490311972043478761e+00	6.772187225918485431e+00	6.319563413037480260e+00	6.887522962594359477e+00	6.379667360173318258e+00	6.344952341492590797e+00	6.424530908770456072e+00	6.471145173537030892e+00	6.559921973349824853e+00	6.772187225918485431e+00	6.666952194442014701e+00	6.319563413037480260e+00	6.270352504605112287e+00	6.633828289325192529e+00	6.471145173537030892e+00	6.591039802772062473e+00	6.286531352578401233e+00	6.302932941851999260e+00	6.644768292526952891e+00	6.529592137160032728e+00	6.736074940268067301e+00	6.701016309426435669e+00	6.519650564421881178e+00	6.539616963784263604e+00	6.442959027506702796e+00	6.452280759410356836e+00	6.177642228978281302e+00	6.370893464166036857e+00	6.591039802772062473e+00
6.415157930435078981e+00	6.235154134218856115e+00	6.472940516583713055e+00	6.459856375561743747e+00	6.459856375561743747e+00	6.434110047420108280e+00	6.290304577608186953e+00	6.533657602610263737e+00	6.384224428786640537e+00	6.712443553238435889e+00	6.612308851855637215e+00	6.330487561439922750e+00	6.366041896300059122e+00	6.434110047420108280e+00	6.421441955093462717e+00	6.112375015424050595e+00	6.440494818882092964e+00	6.575917057814134381e+00	6.612308851855637215e+00	6.499546245799100674e+00	6.434110047420108280e+00	6.519896174670035904e+00	6.301647859156125797e+00	6.050815951836153950e+00	6.499546245799100674e+00	6.688582989357713338e+00	6.704437241296879790e+00	7.119553474941755944e+00	6.284673178108338476e+00	6.547579056065340630e+00
6.574197926694326455e+00	6.606924023690753600e+00	6.253962525378037540e+00	6.574197926694326455e+00	6.370598196725313578e+00	6.244739286305133419e+00	6.304397165205820386e+00	6.278912936081146867e+00	6.496093121065304565e+00	6.405129133785950835e+00	6.447928970025916584e+00	6.367199416042142346e+00	6.419226057636245208e+00	6.451565797644581046e+00	6.814676448371522532e+00	6.447928970025916584e+00	6.511311699307245959e+00	6.291586917230194587e+00	6.697336985691748623e+00	6.522854007856391689e+00	6.182104080314178240e+00	6.337038382909968348e+00	6.538418955272089050e+00	6.275765398425431130e+00	6.496093121065305453e+00	6.562152457824010021e+00	6.310854299673387402e+00	6.429909011488005532e+00	6.238629925438192281e+00	6.244739286305133419e+00
6.394776969461682725e+00	6.351218993747690611e+00	6.556011879191964375e+00	6.258668007073522332e+00	6.550946023276219776e+00	6.648317495392137566e+00	6.394776969461684502e+00	6.377162557548243349e+00	6.494179141486372764e+00	6.435385868596191550e+00	6.629279080307905581e+00	6.561099253005177268e+00	6.414908848437087308e+00	6.479802868968082663e+00	6.460899447408503526e+00	6.439984373150082320e+00	6.258668007073521444e+00	6.442290278286256111e+00	6.262632267332673308e+00	6.338455753243559698e+00	6.385937275138532598e+00	6.451558648320500744e+00	6.401449956563595833e+00	6.456219924378518549e+00	6.648317495392137566e+00	6.428521124398753450e+00	6.417166816522358097e+00	6.368451879565642848e+00	6.372799271385211739e+00	6.258668007073521444e+00
